date,price,product,store_name
10/01/2021,55.00 zł ,"Granat 40% 0,2l SAIL",Hurtownia alkoholi
10/01/2021,77.00 zł ,"Granat 40% 0,35l",Hurtownia alkoholi
10/01/2021,198.00 zł ,"Grey Goose 40% 0,7l",Hurtownia alkoholi
10/01/2021,192.73 zł ,"Grey Goose Citron 40% 0,7l",Hurtownia alkoholi
10/01/2021,161.00 zł ,"Grochowica Polska 53,9% 0,7l",Hurtownia alkoholi
10/01/2021,89.00 zł ,"Gruszkowica Jelinek 42% 0,7l",Hurtownia alkoholi
10/01/2021,93.00 zł ,"Harlejowiec 40% 0,35l",Hurtownia alkoholi
10/01/2021,44.00 zł ,"Helsinki Blue 40% 0,5l",Hurtownia alkoholi
10/01/2021,80.00 zł ,"Helsinki Platinum 40%  0,7l",Hurtownia alkoholi
10/01/2021,98.00 zł ,Helsinki Platinum 40%  1l,Hurtownia alkoholi
10/01/2021,55.00 zł ,"Helsinki Pure 40% 0,7l",Hurtownia alkoholi
10/01/2021,78.00 zł ,Helsinki Pure 40% 1l,Hurtownia alkoholi
date,price,product,store_name
10/01/2021,"28,79","Absolut Vodka 0,5 l.",Alkohole Hurtowo
10/01/2021,"22,99",Adam Mickiewicz 0.5l,Alkohole Hurtowo
10/01/2021,"20,99","Alaska Vodka 0,5l",Alkohole Hurtowo
10/01/2021,"29,59",Amundsen 0.5l,Alkohole Hurtowo
10/01/2021,"22,49",Biała Dama 0.5l,Alkohole Hurtowo
10/01/2021,,"Biały Bocian 0,5l",Alkohole Hurtowo
10/01/2021,"27,49","Bjorn Biały 0,5l.",Alkohole Hurtowo
10/01/2021,"21,99","Bjorn Cristal 0,5l.",Alkohole Hurtowo
10/01/2021,"29,99","Bjorn Czarny 0,5l.",Alkohole Hurtowo
10/01/2021,"28,99","DISTIL. No 9 0,5l",Alkohole Hurtowo
10/01/2021,"27,59",Finlandia 0.5l,Alkohole Hurtowo
10/01/2021,"26,49","Gorzko 0,5l!",Alkohole Hurtowo
10/01/2021,"23,49","Husaria 0,5L",Alkohole Hurtowo
10/01/2021,"32,49",J.A. Baczewski 0.5l,Alkohole Hurtowo
10/01/2021,"20,99",Kazimierz Wielki 0.5l,Alkohole Hurtowo
10/01/2021,"26,99","KHORTYTSA ICE 0,5l",Alkohole Hurtowo
10/01/2021,"24,99","KHORTYTSA PLATINIUM 0,5l",Alkohole Hurtowo
10/01/2021,"24,99","KHORTYTSA SILVER COOL 0,5l",Alkohole Hurtowo
10/01/2021,"24,89",Nemiroff Delikat 0.5l,Alkohole Hurtowo
10/01/2021,"24,89",Nemiroff Original 0.5l,Alkohole Hurtowo
10/01/2021,"26,99",Nemiroff Wheat 0.5l,Alkohole Hurtowo
10/01/2021,"23,69","Norvegia 0,5l",Alkohole Hurtowo
10/01/2021,,Ogiński 0.5l,Alkohole Hurtowo
10/01/2021,,"Ogiński Biały Edycja Limitowana 0,5l",Alkohole Hurtowo
10/01/2021,"29,99",Ogiński Organic 0.5l,Alkohole Hurtowo
10/01/2021,"33,99",Ostoya 0.5l,Alkohole Hurtowo
10/01/2021,"24,29",Palace 0.5l,Alkohole Hurtowo
10/01/2021,"24,99",Pułaski Generał 0.5l,Alkohole Hurtowo
10/01/2021,"19,99",Saska Czysta 0.5l,Alkohole Hurtowo
10/01/2021,"24,99","Słowacki Wódka 0,5l",Alkohole Hurtowo
10/01/2021,"29,99","Smirnoff Black 0,5l",Alkohole Hurtowo
10/01/2021,"21,99","Soplica 0,5l",Alkohole Hurtowo
10/01/2021,"21,89",Stock Prestige 0.5l,Alkohole Hurtowo
10/01/2021,"25,39","Stumbras Centenary 0,5l",Alkohole Hurtowo
10/01/2021,"24,99",Stumbras Pure 0.5l,Alkohole Hurtowo
10/01/2021,"26,99",Toruńska Wódka Weselna 0.5l,Alkohole Hurtowo
10/01/2021,,"Wyborowa Polska Pszenica 0,5l",Alkohole Hurtowo
10/01/2021,"22,49","Wyborowa Polski Ziemniak 0,5l",Alkohole Hurtowo
10/01/2021,"18,89",Żołądkowa de Luxe 0.5l,Alkohole Hurtowo
10/01/2021,"19,49","Żubrówka Biała 0,5L",Alkohole Hurtowo
10/01/2021,"27,99","Żubrówka Czarna 0,5l",Alkohole Hurtowo
10/01/2021,,,Alkohole Hurtowo
10/01/2021,,,Alkohole Hurtowo
10/01/2021,,,Alkohole Hurtowo
10/01/2021,,,Alkohole Hurtowo
date,price,product,store_name
10/01/2021,"20,99 ","1906 0,5l",Foczka Alkohole
10/01/2021,"49,99 ","Absolut Peara 0,7L",Foczka Alkohole
10/01/2021,"30,49 ","Absolut Vodka 0,5 l.",Foczka Alkohole
10/01/2021,"23,39 ",Adam Mickiewicz 0.5l,Foczka Alkohole
10/01/2021,"28,49 ","Adam Mickiewicz Premium 0,5l",Foczka Alkohole
10/01/2021,"21,49 ","Alaska 0,5l.",Foczka Alkohole
10/01/2021,"39,99 ","Amundsen 0,7l",Foczka Alkohole
10/01/2021,"30,49 ",Amundsen 0.5l,Foczka Alkohole
10/01/2021,"64,99 ",Amundsen 1L,Foczka Alkohole
10/01/2021,"138,00 ","Beluga Noble 0,7l",Foczka Alkohole
10/01/2021,"175,90 ","Beluga Transatlantic Racing 0,7l",Foczka Alkohole
10/01/2021,"22,99 ","Biała Dama 0,5l",Foczka Alkohole
10/01/2021,"24,99 ","Biało Bocian Bio 0,5l",Foczka Alkohole
10/01/2021,"26,99 ","Biały Bocian 0,5l",Foczka Alkohole
10/01/2021,"37,00 ","Biały Bocian 0,7l",Foczka Alkohole
10/01/2021,"59,99 ",Biały Bocian 1L,Foczka Alkohole
10/01/2021,"23,99 ","Biały Bocian Karmel 0,5l",Foczka Alkohole
10/01/2021,"28,99 ","Bjorn Biały 0,5l.",Foczka Alkohole
10/01/2021,"39,00 ","Bjorn Biały 0,7l",Foczka Alkohole
10/01/2021,"23,79 ","Bjorn Cristal 0,5l.",Foczka Alkohole
10/01/2021,"31,99 ","Bjorn Czarny 0,5l.",Foczka Alkohole
10/01/2021,,"Bjorn Czarny 0,7 (45 %)",Foczka Alkohole
10/01/2021,"23,99 ","Bocian Biały 0,5l Cytryna",Foczka Alkohole
10/01/2021,"23,99 ","Bocian Biały Cytryna na Miodzie Gryczanym 0,5l",Foczka Alkohole
10/01/2021,"23,99 ","Bocian Biały Czarna Porzeczka 0,5l",Foczka Alkohole
10/01/2021,"23,99 ","Bocian Biały Pigwa 0,5l",Foczka Alkohole
10/01/2021,"23,99 ","Bocian Biały Śliwka 0,5l",Foczka Alkohole
10/01/2021,"23,99 ","Bocian Biały Wiśnia 0,5l",Foczka Alkohole
10/01/2021,"24,59 ","Bols Platinum 0,5l",Foczka Alkohole
10/01/2021,"38,99 ","Bols Platinum 0,7l",Foczka Alkohole
10/01/2021,"51,40 ",Bols Platinum 1l,Foczka Alkohole
10/01/2021,"52,99 ","Chopin Rey 0,5l",Foczka Alkohole
10/01/2021,"79,99 ",Chopin Rey 07l + kieliszki,Foczka Alkohole
10/01/2021,"155,58 ","Chopin Rey 1,75l",Foczka Alkohole
10/01/2021,"279,99 ",Chopin Rey 3l,Foczka Alkohole
10/01/2021,"29,69 ","Cymes Kosher 0,5l,",Foczka Alkohole
10/01/2021,"40,29 ","Cymes Kosher 0,7l",Foczka Alkohole
10/01/2021,"28,49 ","Czarny Bocian 0,5l",Foczka Alkohole
10/01/2021,"28,49 ","Dalkowski 0,5l",Foczka Alkohole
10/01/2021,"430,00 ",Dębowa Beczka Wódka 3l,Foczka Alkohole
10/01/2021,"259,99 ",Dębowa huśtawka 2l,Foczka Alkohole
10/01/2021,"57,00 ","Dwór Sieraków Superior 0,5l",Foczka Alkohole
10/01/2021,"85,00 ","Dwór Sieraków Superior 0,7l",Foczka Alkohole
10/01/2021,"58,00 ","Dwór Sieraków Ziemniak Kosher 0,5l",Foczka Alkohole
10/01/2021,"85,00 ",Dwór Sieraków Ziemniak Kosher 0.7l,Foczka Alkohole
10/01/2021,"21,99 ","Dzika Kaczka 0,5l",Foczka Alkohole
10/01/2021,"22,99 ","Extra Żytnia 0,5l",Foczka Alkohole
10/01/2021,"40,90 ","Finlandia 0,7l",Foczka Alkohole
10/01/2021,"28,99 ",Finlandia 0.5l,Foczka Alkohole
10/01/2021,"67,99 ",Finlandia 1l,Foczka Alkohole
10/01/2021,"32,23 ","Finlandia Cranberry 0,5l, ",Foczka Alkohole
10/01/2021,"30,99 ","Folwark Janików 0,5l",Foczka Alkohole
10/01/2021,"22,99 ","Fortepiano 0,5l",Foczka Alkohole
10/01/2021,"143,00 ","Grey Goose 0,7l",Foczka Alkohole
10/01/2021,"26,99 ","Henryk Sienkiewicz 0,5l,",Foczka Alkohole
10/01/2021,"24,49 ","Husaria 0,5L",Foczka Alkohole
10/01/2021,"44,99 ","Husaria 0,7l",Foczka Alkohole
10/01/2021,"33,99 ",J.A. Baczewski 0.5l,Foczka Alkohole
10/01/2021,"25,29 ","Juliusz Słowacki 0,5l",Foczka Alkohole
10/01/2021,"22,29 ","Kazimierz Wielki 0,5l.",Foczka Alkohole
10/01/2021,"26,99 ","KHORTYTSA ICE 0,5l",Foczka Alkohole
10/01/2021,"24,99 ","KHORTYTSA PLATINIUM 0,5l",Foczka Alkohole
10/01/2021,"29,99 ,26,99 ","KHORTYTSA STRUCTURED 0,5l",Foczka Alkohole
10/01/2021,"24,99 ","Krupnik Cytrynowy 0,5l, ",Foczka Alkohole
10/01/2021,"22,00 ","Krupnik Premium 0,5l",Foczka Alkohole
10/01/2021,"24,99 ","Krupnik Słony Karmel 0,5l,",Foczka Alkohole
10/01/2021,"22,49 ","Lecą Żurawie 0,5l",Foczka Alkohole
10/01/2021,"27,99 ",Love Boho 0.5l,Foczka Alkohole
10/01/2021,"22,09 ","Lubelska Ananasowa 0,5l,",Foczka Alkohole
10/01/2021,"22,09 ","Lubelska Cytrynówka 0,5l",Foczka Alkohole
10/01/2021,"4,99 ",Lubelska Cytrynówka 100 ml,Foczka Alkohole
10/01/2021,"22,09 ","Lubelska Grejpfrut 0,5l",Foczka Alkohole
10/01/2021,"4,99 ",Lubelska Grejpfrutowa 100 ml,Foczka Alkohole
10/01/2021,"22,09 ","Lubelska Gruszkowa 0,5l",Foczka Alkohole
10/01/2021,"22,09 ","Lubelska Jeżynowa 0,5l",Foczka Alkohole
10/01/2021,"22,09 ","Lubelska Mango 0,5l",Foczka Alkohole
10/01/2021,"22,09 ","Lubelska Pomarańczowa 0,5l",Foczka Alkohole
10/01/2021,"4,99 ",Lubelska Pomarańczówka 100 ml,Foczka Alkohole
10/01/2021,"22,09 ","Lubelska Porzeczkowa 0,5 l",Foczka Alkohole
10/01/2021,"4,99 ","Lubelska Porzeczkowa 100 ml,",Foczka Alkohole
10/01/2021,"23,49 ","Lubelska Trzy Zboża 0,5l",Foczka Alkohole
10/01/2021,"22,09 ","Lubelska Wiśniowa 0,5l",Foczka Alkohole
10/01/2021,"4,99 ","Lubelska Wiśniówka 100 ml,",Foczka Alkohole
10/01/2021,"22,09 ","Lubelska Żurawinowa 0,5l",Foczka Alkohole
10/01/2021,"23,49 ",Luksusowa 0.5l,Foczka Alkohole
10/01/2021,"25,56 ",Luksusowa 0.7l,Foczka Alkohole
10/01/2021,"19,99 ","Magnat Gruszka z Nutą Aromatycznej Wanilii 0,5l,",Foczka Alkohole
10/01/2021,"47,00 ","Nemiroff de Lux 0,5l",Foczka Alkohole
10/01/2021,"29,99 ","Nemiroff Delikat 0,5l.",Foczka Alkohole
10/01/2021,"29,99 ",Nemiroff Oryginal 0.5l,Foczka Alkohole
10/01/2021,"29,99 ",Nemiroff Wheat 0.5l,Foczka Alkohole
10/01/2021,"25,39 ","Norvegia 0,5l",Foczka Alkohole
10/01/2021,"44,99 ","Norvegia 0,7l",Foczka Alkohole
10/01/2021,"38,99 ","Ogiński 0,7l",Foczka Alkohole
10/01/2021,"39,99 ","Ogiński 0,7l + szklanka",Foczka Alkohole
10/01/2021,"26,79 ",Ogiński 0.5l zapytaj o cenę !,Foczka Alkohole
10/01/2021,"26,79 ",Ogiński Biały 0.5l,Foczka Alkohole
10/01/2021,"32,99 ","Ogiński Organic 0,5l",Foczka Alkohole
10/01/2021,"76,00 ","Orkisz 0,7l",Foczka Alkohole
10/01/2021,"35,29 ","Ostoya 0,5l",Foczka Alkohole
10/01/2021,"53,99 ","Ostoya 0,7l",Foczka Alkohole
10/01/2021,"313,99 ",Ostoya 3l,Foczka Alkohole
10/01/2021,"26,91 ","Palace 0,7l",Foczka Alkohole
10/01/2021,"25,79 ",Palace 0.5l,Foczka Alkohole
10/01/2021,"27,99 ","Palace Ziemniak z Orkiszem 0,5l",Foczka Alkohole
10/01/2021,"27,99 ","Palace Ziemniak z Owsem 0,5l",Foczka Alkohole
10/01/2021,"35,00 ","Pan Tadeusz 0,5l",Foczka Alkohole
10/01/2021,"34,99 ","Pan Tadeusz 0,7l,",Foczka Alkohole
10/01/2021,"23,99 ",Pan Tadeusz 0.5L,Foczka Alkohole
10/01/2021,"95,99 ","Passover Slivovitz 0,7l",Foczka Alkohole
10/01/2021,"26,59 ",Polonia 0.5l.,Foczka Alkohole
10/01/2021,"55,65 ","Polonia Czarna 0,5l",Foczka Alkohole
10/01/2021,"76,29 ","Polonia Czarna 0,7l,",Foczka Alkohole
10/01/2021,"96,99 ",Polonia Czarna 1l,Foczka Alkohole
10/01/2021,"9,99 ",Polonia Czarna 50ml,Foczka Alkohole
10/01/2021,"25,99 ","Pułaski Generał 0,5l.",Foczka Alkohole
10/01/2021,"22,99 ","Rajska Cytrusówka Cytryna z Grejpfrutem 0,5l,",Foczka Alkohole
10/01/2021,"22,99 ","Rajska Cytrysówka Cytryna z Mango 0,5l",Foczka Alkohole
10/01/2021,"22,99 ","Rajska Cytrysówka z Limonki 0,5",Foczka Alkohole
10/01/2021,"46,99 ","Russian Standard 0,5l",Foczka Alkohole
10/01/2021,"49,99 ","Russian Standard 0,7l",Foczka Alkohole
10/01/2021,"84,99 ",Russian Standard 1l,Foczka Alkohole
10/01/2021,"19,99 ","Sadówka Wiśniowa 0,5l",Foczka Alkohole
10/01/2021,"22,99 ",Saska Czarny Bez 0.5l,Foczka Alkohole
10/01/2021,"21,49 ",Saska Czysta 0.5l,Foczka Alkohole
10/01/2021,"22,99 ","Saska Dębowa 0,5l",Foczka Alkohole
10/01/2021,"22,99 ",Saska Dzika Róża 0.5l,Foczka Alkohole
10/01/2021,"22,99 ",Saska Orzech Laskowy z Nutą Karmelu 0.5l,Foczka Alkohole
10/01/2021,"22,99 ",Saska Pigwa 0.5l,Foczka Alkohole
10/01/2021,"22,99 ","Saska Wiśnia z Nutą Rumu 0,5l, ",Foczka Alkohole
10/01/2021,"26,29 ","She 0,5l",Foczka Alkohole
10/01/2021,"33,99 ","Smirnoff Black 0,5l",Foczka Alkohole
10/01/2021,"85,00","Wódka Dwór Sieraków Ziemniak Kosher 0,5l",Smacza jama
10/01/2021,"249,00","Wódka Eiko Handcrafted 0,7l",Smacza jama
10/01/2021,"59,00","Wódka Esbjaerg 40% 0,7l",Smacza jama
10/01/2021,"105,00",Wódka Esbjaerg 40% 1l,Smacza jama
10/01/2021,"79,00","Wódka Esbjaerg Copper Edition 40% 0,7l",Smacza jama
10/01/2021,"111,00","Wódka Euphoria Cannabis 0,5l",Smacza jama
10/01/2021,"55,00","Wódka Finlandia -101° 50,5%, 0,7l",Smacza jama
10/01/2021,"39,90","Wódka Finlandia 0,5l",Smacza jama
10/01/2021,"79,00","Wódka Finlandia 0,7 +2 kieliszki",Smacza jama
10/01/2021,"59,00","Wódka Finlandia 0,7l",Smacza jama
10/01/2021,"139,00","Wódka Finlandia 1,75l",Smacza jama
10/01/2021,"81,00",Wódka Finlandia 1l,Smacza jama
10/01/2021,"69,00","Wódka Finlandia Blackcurrant Fusion 0,7l",Smacza jama
10/01/2021,"89,00",Wódka Finlandia Blackcurrant Fusion 1l,Smacza jama
10/01/2021,"69,00","Wódka Finlandia Clear 0,7l świąteczna puszka",Smacza jama
10/01/2021,"69,00","Wódka Finlandia Clear 0,7l świąteczny kartonik",Smacza jama
10/01/2021,"45,00","Wódka Finlandia Cranberry Fusion 0,5l",Smacza jama
10/01/2021,"69,00","Wódka Finlandia Cranberry Fusion 0,7l",Smacza jama
10/01/2021,"89,00",Wódka Finlandia Cranberry Fusion 1l,Smacza jama
10/01/2021,"69,00","Wódka Finlandia Grapefruit 0,7l",Smacza jama
10/01/2021,"89,00",Wódka Finlandia Grapefruit Fusion 1l,Smacza jama
10/01/2021,"45,00","Wódka Finlandia Lime Fusion 0,5l",Smacza jama
10/01/2021,"69,00","Wódka Finlandia Lime Fusion 0,7l",Smacza jama
10/01/2021,"45,00","Wódka Finlandia Mango Fusion 0,5l",Smacza jama
10/01/2021,"69,00","Wódka Finlandia Mango Fusion 0,7l",Smacza jama
10/01/2021,"139,00","Wódka Finlandia Platinum 0,7l w tubie",Smacza jama
10/01/2021,"45,00","Wódka Finlandia Redberry Fusion 0,5l",Smacza jama
10/01/2021,"69,00","Wódka Finlandia Redberry Fusion 0,7l",Smacza jama
10/01/2021,"45,00","Wódka Finlandia Spices 0,5l",Smacza jama
10/01/2021,"69,00","Wódka Finlandia Spices 0,7l",Smacza jama
10/01/2021,"69,00","Wódka Finlandia Tangerine Fusion 0,7l",Smacza jama
10/01/2021,"79,90","Wódka gazowana BOOM 0,7l",Smacza jama
10/01/2021,"169,00","Wódka Ghost Gold Edition 0,7l",Smacza jama
10/01/2021,"169,00","Wódka Ghost Silver Edition 0,7l",Smacza jama
10/01/2021,"169,00","Wódka Ghost Union Jack 0,7l",Smacza jama
10/01/2021,"424,50","Wódka Godfather Platinum XXS 40% 0,7l w eleganckim pudełku",Smacza jama
10/01/2021,"217,50","Wódka Godfather Ultra Premium XXS 40% 0,7l w eleganckim pudełku",Smacza jama
10/01/2021,"159,00","Wódka Golden Rose 0,7l w kartoniku",Smacza jama
10/01/2021,"69,90","Wódka Gorzka Imbirowa 0,5l",Smacza jama
10/01/2021,"79,00","Wódka Gorzka Tatarczówka 0,5l",Smacza jama
10/01/2021,"99,00",Wódka Green Mark 1l,Smacza jama
10/01/2021,"87,90","Wódka Green Mark Russischer Vodka 38% 0,7l",Smacza jama
10/01/2021,"199,00","Wódka Grey Goose  0,7l",Smacza jama
10/01/2021,"199,00","Wódka Grey Goose + Kartonik 0,7l",Smacza jama
10/01/2021,"579,90","Wódka Grey Goose 40% 1,5l",Smacza jama
10/01/2021,"399,90",Wódka Grey Goose Cherry Noir 40% 1l,Smacza jama
10/01/2021,"259,00","Wódka Grey Goose Cytrynowa 0,7l",Smacza jama
10/01/2021,"259,00","Wódka Grey Goose Gruszkowa 0,7l",Smacza jama
10/01/2021,"399,90",Wódka Grey Goose Melon 40% 1l,Smacza jama
10/01/2021,"597,90","Wódka Grey Goose Vive la Nuit 40% 1,5l",Smacza jama
10/01/2021,"819,00",Wódka Grey Goose VX 1l,Smacza jama
10/01/2021,"179,00","Wódka Heavy Water 0,7l",Smacza jama
10/01/2021,"199,00","Wódka Hot Feeling Chili 0,5l",Smacza jama
10/01/2021,"33,00","Wódka Husaria 0,5l",Smacza jama
10/01/2021,"49,00","Wódka Husaria 0,7l",Smacza jama
10/01/2021,"63,00",Wódka Husaria 1l,Smacza jama
10/01/2021,"149,00","Wódka Ice One Baron 0,7l",Smacza jama
10/01/2021,"119,00","Wódka Imperial Golden Snow 0,7l",Smacza jama
10/01/2021,"199,90","Wódka Isfjord Vodka 44% 0,7l",Smacza jama
10/01/2021,"275,00","Wódka Ivan The Terrible Iwan Groźny 0,7l",Smacza jama
10/01/2021,"63,00","Wódka J. A. Baczewski 0,7l",Smacza jama
10/01/2021,"63,00","Wódka J. A. Baczewski Jeżynówka 0,5l",Smacza jama
10/01/2021,"63,00","Wódka J. A. Baczewski Morelówka 0,5l",Smacza jama
10/01/2021,"63,00","Wódka J. A. Baczewski Piołunówka 0,5l",Smacza jama
10/01/2021,"63,00","Wódka J. A. Baczewski Pomarańczówka 0,5l",Smacza jama
10/01/2021,"63,00","Wódka J. A. Baczewski Wiśniówka 0,5l",Smacza jama
10/01/2021,"49,00","Wódka J.A. Baczewski 0,5l",Smacza jama
10/01/2021,"79,00","Wódka J.A. Baczewski 0,7l puszka",Smacza jama
10/01/2021,"107,00",Wódka J.A. Baczewski 1l,Smacza jama
10/01/2021,"63,00","Wódka J.A. Baczewski Orzechówka 38% 0,5l",Smacza jama
10/01/2021,"155,00","Wódka J.A. Baczewski Suweren 0,7l",Smacza jama
10/01/2021,"94,00","Wódka Jakob Haberfeld Czysta 50% 0,5l",Smacza jama
10/01/2021,"84,00","Wódka Jakob Haberfeld Miodonka 40% 0,5l",Smacza jama
10/01/2021,"84,00","Wódka Jakob Haberfeld Zgoda 40% 0,5l",Smacza jama
10/01/2021,"79,00","Wódka Jazz Trąbka 0,7l",Smacza jama
10/01/2021,"37,90","Wódka Juliusz Słowacki 40% 0,5l",Smacza jama
10/01/2021,"189,00","Wódka Kalak Single Malt 0,7l",Smacza jama
10/01/2021,"119,00","Wódka Kavka 40% 0,7l w tubie",Smacza jama
10/01/2021,"119,00","Wódka Ketel One 0,7l",Smacza jama
10/01/2021,"152,70","Wódka Ketel One Botanical Cucumber&Mint 30% 0,7l",Smacza jama
10/01/2021,"152,70","Wódka Ketel One Botanical Grapefruit&Rose 30% 0,7l",Smacza jama
10/01/2021,"152,70","Wódka Ketel One Botanical Peach&Orange Blossom 30% 0,7l",Smacza jama
10/01/2021,"119,00","Wódka Ketel One Citroen 0,7l",Smacza jama
10/01/2021,"45,90","Wódka Kosher Exclusive 0,5l",Smacza jama
10/01/2021,"79,00","Wódka Kosher Exclusive 0,7l",Smacza jama
10/01/2021,"81,00","Wódka Koskenkorva Blueberry Juniper 0,7l",Smacza jama
10/01/2021,"127,90","Wódka Koskenkorva Lemon Lime Yarrow 37,5% 1l",Smacza jama
10/01/2021,"71,00","Wódka Koskenkorva Original 0,7l",Smacza jama
10/01/2021,"81,00","Wódka Koskenkorva Sauna Barrel 0,7l",Smacza jama
10/01/2021,"81,00",Wódka Koskenkorva Viina 1l,Smacza jama
10/01/2021,"33,90","Wódka koszerna Gorzka Orzechowa 36% 0,5l",Smacza jama
10/01/2021,"65,00","Wódka Krakus Exclusive w tubie 0,7l",Smacza jama
10/01/2021,"150,00","Wódka Krova Botanical 0,7l",Smacza jama
10/01/2021,"135,00","Wódka Krova Original 0,7l",Smacza jama
10/01/2021,"74,99","Wódka Kruk Ziemniak 41,6% 0,5l",Smacza jama
10/01/2021,"104,99","Wódka Kruk Ziemniak 41,6% 0,7l",Smacza jama
10/01/2021,"74,99","Wódka Kruk Żyto 41,6% 0,5l",Smacza jama
10/01/2021,"104,99","Wódka Kruk Żyto 41,6% 0,7l",Smacza jama
10/01/2021,"12,00","Wódka Krupnik 40% 0,2l",Smacza jama
10/01/2021,"23,00","Wódka Krupnik Cytrynowy 0,5l",Smacza jama
10/01/2021,"149,90","Wódka Krzeska Ziołowa 0,7l",Smacza jama
10/01/2021,"59,00","Wódka Kura 0,7l",Smacza jama
10/01/2021,"59,00","Wódka Kura Wiśniówka 0,7l",Smacza jama
10/01/2021,"209,90","Wódka Legend of Kremlin 40% 0,7l",Smacza jama
10/01/2021,"231,90","Wódka Legend of Kremlin Book Gold 40% 0,7l edycja limitowana",Smacza jama
10/01/2021,"231,90","Wódka Legend of Kremlin W KSIĄŻCE 0,7l",Smacza jama
10/01/2021,"159,00",Wódka Linie Aquavit 1l,Smacza jama
10/01/2021,"31,00","Wódka Luksusowa 0,5l",Smacza jama
10/01/2021,"57,00",Wódka Luksusowa 1l,Smacza jama
10/01/2021,"9500,00","Wódka Ładoga Jajo Faberge SREBRNE 0,7l + kieliszki",Smacza jama
10/01/2021,"17700,00","Wódka Ładoga Jajo Faberge ZŁOTE 0,7l + kieliszki",Smacza jama
10/01/2021,"211,00","Wódka MAMA 0,7l",Smacza jama
10/01/2021,"297,90","Wódka Mamont 0,7l + 2 kieliszki",Smacza jama
10/01/2021,"143,90","Wódka Mamont 40% 0,5l",Smacza jama
10/01/2021,"199,00","Wódka Mamont 40% 0,7l",Smacza jama
10/01/2021,"251,90",Wódka Mamont 40% 1l,Smacza jama
10/01/2021,"191,00","Wódka Mary White 0,7l",Smacza jama
10/01/2021,"80,00","Wódka Metaxa Ouzo 38% 0,7l",Smacza jama
10/01/2021,"189,00","Wódka Miodula Prezydencka 40% 0,5l z kieliszkami",Smacza jama
10/01/2021,"139,00",Wódka Miodula Prezydencka 40% w skrzynce,Smacza jama
10/01/2021,83.00 zł ,Helsinki Raspberry 40% 1l,Hurtownia alkoholi
10/01/2021,111.00 zł ,"HQ Barley - Jęczmień 40% 0,7l",Hurtownia alkoholi
10/01/2021,111.00 zł ,"HQ Potato - Ziemniak 40% 0,7l",Hurtownia alkoholi
10/01/2021,111.00 zł ,"HQ Rye - Żyto 40% 0,7l",Hurtownia alkoholi
10/01/2021,111.00 zł ,"HQ Rye - Żyto 40% 0,7l",Hurtownia alkoholi
10/01/2021,111.00 zł ,"HQ Wheat  -  Pszenica 40% 0,7l",Hurtownia alkoholi
10/01/2021,26.30 zł ,"Hubertówka 37,5% 0,2l",Hurtownia alkoholi
10/01/2021,50.00 zł ,"Hubertówka 37,5% 0,5l",Hurtownia alkoholi
10/01/2021,54.90 zł ,"Hubertówka 37,5% 0,5l",Hurtownia alkoholi
10/01/2021,64.00 zł ,"Hubertówka 37,5% 0,5l",Hurtownia alkoholi
10/01/2021,28.00 zł ,"Husaria 40% 0,5l",Hurtownia alkoholi
10/01/2021,42.00 zł ,"Husaria 40% 0,7l",Hurtownia alkoholi
10/01/2021,70.00 zł ,"Imbirowa Gorzka 40% 0,5l Toorank",Hurtownia alkoholi
10/01/2021,23.83 zł ,"Jagiełło 40% 0,5L",Hurtownia alkoholi
10/01/2021,54.90 zł ,"Jałowiec 37,5% 0,5l",Hurtownia alkoholi
10/01/2021,64.00 zł ,"Jałowiec 37,5% 0,5l",Hurtownia alkoholi
10/01/2021,26.00 zł ,"Jarzębiak Czysty 40% 0,5l",Hurtownia alkoholi
10/01/2021,27.00 zł ,"Jarzębiak Rowan Kolor 40% 0,5l",Hurtownia alkoholi
10/01/2021,45.00 zł ,"Jednorodna Pszeniczna 40% 0,5l",Hurtownia alkoholi
10/01/2021,199.00 zł ,"Jewellines Precious Vodka 40% 0,7l",Hurtownia alkoholi
10/01/2021,182.00 zł ,Kanister Złatagor 40% 1l,Hurtownia alkoholi
10/01/2021,130.00 zł ,Kanister Złatagor 40% 1l SAIL,Hurtownia alkoholi
10/01/2021,28.50 zł ,"Kazimierz Wielki 40% 0,5l",Hurtownia alkoholi
10/01/2021,29.50 zł ,"Khortytsa Platinum 40% 0,5l",Hurtownia alkoholi
10/01/2021,35.20 zł ,"Khortytsa Structured 40%  0,5l",Hurtownia alkoholi
10/01/2021,48.50 zł ,"Khortytsa Structured 40% 0,7l",Hurtownia alkoholi
10/01/2021,142.00 zł ,"Kibelek - Rżniętakurnwica 34% 0,5l",Hurtownia alkoholi
10/01/2021,32.00 zł ,"Klasztorna Bimber 40% 0,5l",Hurtownia alkoholi
10/01/2021,32.00 zł ,"Klasztorna Księżycówka 40% 0,5l",Hurtownia alkoholi
10/01/2021,32.00 zł ,"Klasztorna Porterówka 30% 0,5l",Hurtownia alkoholi
10/01/2021,32.00 zł ,"Klasztorna Rzemieślnicza 40% 0,5l",Hurtownia alkoholi
10/01/2021,32.00 zł ,"Klasztorna Wiśniówka 40% 0,5l Net",Hurtownia alkoholi
10/01/2021,63.00 zł ,"Koneser De Luxe 40% 0,7l",Hurtownia alkoholi
10/01/2021,63.00 zł ,"Koneser Premium 40% 0,7l",Hurtownia alkoholi
